"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"284","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","41","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"285","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","41","Parameter 'COMPortName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"286","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","44","Local variable 'gateway' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"287","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","64","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"288","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","64","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"289","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","66","Local variable 'msgList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"290","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","77","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"291","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","77","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"292","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","77","Parameter 'contactNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"293","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","77","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"294","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","78","Local variable 'outboundMessage' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"295","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","83","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"296","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","83","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"297","br.com.campanhasms.sms.service.impl","src/br/com/campanhasms/sms/service/impl/SMSServiceWrapper.java","3","83","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"298","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","7","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"299","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","10","Parameter 'text' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"300","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","16","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"301","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","16","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"302","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","16","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"303","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","16","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"304","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","18","Local variable 'msgList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"305","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","24","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"306","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","24","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"307","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","24","Document empty method","Design Rules","UncommentedEmptyMethod"
"308","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","24","Parameter 'COMPortName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"309","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","28","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"310","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","28","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"311","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","28","Document empty method","Design Rules","UncommentedEmptyMethod"
"312","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","32","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"313","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","32","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"314","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","32","Parameter 'contactNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"315","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","3","32","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"316","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","2","33","System.out.print is used","Java Logging Rules","SystemPrintln"
"317","br.com.campanhasms.sms.service.test","src/br/com/campanhasms/sms/service/test/SMSServiceWrapper.java","2","34","System.out.print is used","Java Logging Rules","SystemPrintln"
"318","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"319","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","67","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"320","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","67","Too many fields","Code Size Rules","TooManyFields"
"321","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","69","Avoid excessively long variable names like DDD_DOCUMENT_FILTER","Naming Rules","LongVariable"
"322","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","75","Avoid excessively long variable names like PHONE_NUMBER_DOCUMENT_FILTER","Naming Rules","LongVariable"
"323","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","77","Avoid excessively long variable names like SMS_TEXT_FIELD_DOCUMENT_FILTER","Naming Rules","LongVariable"
"324","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","2","77","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Migration Rules","IntegerInstantiation"
"325","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","85","Avoid excessively long variable names like SP_PHONE_NUMBER_DOCUMENT_FILTER","Naming Rules","LongVariable"
"326","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","90","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"327","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","91","Avoid excessively long variable names like btnAddContactInBlackList","Naming Rules","LongVariable"
"328","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","91","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"329","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","92","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"330","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","93","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"331","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","94","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"332","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","1","145","Overridable method 'getFmtTextBlackListPhoneNumber' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"333","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","1","146","Overridable method 'setCOMPort' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"334","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","152","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"335","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","153","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"336","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","157","Local variable 'window' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"337","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","160","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"338","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","197","Parameter 'arg0' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"339","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","199","Local variable 'phoneNumber' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"340","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","199","The String literal '\\D' appears 5 times in this file; the first occurrence is on line 199","String and StringBuffer Rules","AvoidDuplicateLiterals"
"341","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","200","Local variable 'phoneDDD' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"342","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","2","201","Avoid instantiating Long objects.Call Long.valueOf() instead","Migration Rules","LongInstantiation"
"343","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","201","Local variable 'contato' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"344","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","230","Parameter 'arg0' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"345","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","232","Local variable 'phoneNumber' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"346","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","2","234","Avoid instantiating Long objects.Call Long.valueOf() instead","Migration Rules","LongInstantiation"
"347","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","258","Avoid variables with short names like e","Naming Rules","ShortVariable"
"348","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","258","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"349","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","280","Parameter 'arg0' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"350","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","2","347","Avoid instantiating Long objects.Call Long.valueOf() instead","Migration Rules","LongInstantiation"
"351","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","386","Avoid variables with short names like e","Naming Rules","ShortVariable"
"352","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","410","Avoid variables with short names like e","Naming Rules","ShortVariable"
"353","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","445","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"354","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","515","Document empty method","Design Rules","UncommentedEmptyMethod"
"355","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","569","Document empty method","Design Rules","UncommentedEmptyMethod"
"356","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","594","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"357","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","2","884","Avoid instantiating Long objects.Call Long.valueOf() instead","Migration Rules","LongInstantiation"
"358","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","918","System.exit() should not be used in J2EE/JEE apps","J2EE Rules","DoNotCallSystemExit"
"359","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","939","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"360","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","943","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"361","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","947","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"362","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","951","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"363","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","964","Avoid unused method parameters such as 'string'.","Unused Code Rules","UnusedFormalParameter"
"364","br.com.campanhasms.view.forms","src/br/com/campanhasms/view/forms/SMSCampaignWindowForm.java","3","995","Avoid unused method parameters such as 'string'.","Unused Code Rules","UnusedFormalParameter"
"365","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/AddItemList.java","3","7","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"366","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/AddItemList.java","3","7","Private field 'itemToAdd' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"367","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/AddItemList.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"368","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/AddItemList.java","3","8","Private field 'listModel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"369","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/AddItemList.java","3","10","Parameter 'itemToAdd' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"370","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/AddItemList.java","3","10","Parameter 'listModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"371","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/AddItemList.java","3","19","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"372","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"373","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","15","Private field 'lblReference' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"374","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","17","Parameter 'lblReference' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"375","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","24","Parameter 'event' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"376","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","26","Local variable 'textArea' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"377","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","2","27","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Migration Rules","IntegerInstantiation"
"378","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","27","Do not add empty strings","Optimization Rules","AddEmptyString"
"379","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","33","Document empty method","Design Rules","UncommentedEmptyMethod"
"380","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","33","Parameter 'event' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"381","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","38","Document empty method","Design Rules","UncommentedEmptyMethod"
"382","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","38","Parameter 'arg0' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"383","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","44","Parameter 'event' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"384","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","3","46","Local variable 'textArea' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"385","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/MensagemSMSOnChange.java","2","47","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Migration Rules","IntegerInstantiation"
"386","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/RemoveItemList.java","3","7","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"387","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/RemoveItemList.java","3","7","Private field 'itemToRemove' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"388","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/RemoveItemList.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"389","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/RemoveItemList.java","3","8","Private field 'listModel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"390","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/RemoveItemList.java","3","10","Parameter 'itemToRemove' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"391","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/RemoveItemList.java","3","10","Parameter 'listModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"392","br.com.campanhasms.view.forms.eventslisteners","src/br/com/campanhasms/view/forms/eventslisteners/RemoveItemList.java","3","21","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"393","br.com.campanhasms.view.forms.exception","src/br/com/campanhasms/view/forms/exception/FormDataException.java","3","11","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"394","br.com.campanhasms.view.forms.exception","src/br/com/campanhasms/view/forms/exception/FormDataException.java","3","11","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"395","br.com.campanhasms.view.forms.exception","src/br/com/campanhasms/view/forms/exception/FormDataException.java","3","15","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"396","br.com.campanhasms.view.forms.exception","src/br/com/campanhasms/view/forms/exception/FormDataException.java","3","20","Parameter 'exception' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"397","br.com.campanhasms.view.forms.exception","src/br/com/campanhasms/view/forms/exception/FormDataException.java","3","20","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"398","br.com.campanhasms.view.forms.exception","src/br/com/campanhasms/view/forms/exception/FormDataException.java","3","25","Parameter 'arg0' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"399","br.com.campanhasms.view.forms.exception","src/br/com/campanhasms/view/forms/exception/FormDataException.java","3","25","Parameter 'arg1' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"400","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","9","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"401","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","11","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"402","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","13","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"403","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","15","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"404","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","18","Avoid excessively long variable names like commPortIdentifier","Naming Rules","LongVariable"
"405","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","18","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"406","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","21","Avoid excessively long variable names like listNotificatinReceivers","Naming Rules","LongVariable"
"407","br.com.campanhasms.view.forms.model","src/br/com/campanhasms/view/forms/model/IFormDataWrapper.java","3","24","Avoid excessively long variable names like smsPriorityContactsList","Naming Rules","LongVariable"
"408","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","27","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"409","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","41","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"410","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","41","Parameter 'filter' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"411","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","1","42","Overridable method 'setFilter' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"412","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","55","Avoid variables with short names like a","Naming Rules","ShortVariable"
"413","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","55","Avoid variables with short names like fb","Naming Rules","ShortVariable"
"414","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","55","Parameter 'a' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"415","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","55","Parameter 'fb' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"416","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","55","Parameter 'offs' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"417","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","55","Parameter 'str' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"418","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","57","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"419","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","59","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"420","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","70","Local variable 'doc' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"421","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","82","Local variable 'laf' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"422","br.com.campanhasms.view.forms.validation.domain","src/br/com/campanhasms/view/forms/validation/domain/ChainedDocumentFilter.java","3","87","Avoid variables with short names like fm","Naming Rules","ShortVariable"
